Date,Number of patient,Treatment,Drug,Insurance avg Cost,Patient avg Cost
2/2/2016,19,T48,D91,426,748
2/2/2016,169,T6,D10,440,626
2/2/2016,78,T92,D76,608,506
2/2/2016,87,T62,D72,475,367
2/2/2016,84,T92,D34,755,583
2/2/2016,36,T44,D39,568,744
2/2/2016,120,T60,D25,603,397
2/2/2016,150,T3,D55,764,484
2/2/2016,140,T74,D53,338,257
2/2/2016,189,T86,D100,625,262
2/2/2016,64,T45,D60,399,578
2/2/2016,5,T52,D8,231,382
2/2/2016,199,T72,D13,587,212
2/2/2016,76,T32,D92,768,239
2/2/2016,60,T26,D19,312,400
2/2/2016,165,T59,D17,738,362
2/2/2016,69,T57,D16,435,783
2/2/2016,101,T30,D6,528,608
2/2/2016,200,T81,D28,372,609
2/2/2016,186,T80,D34,503,455
2/2/2016,106,T96,D93,798,662
2/2/2016,7,T46,D44,619,513
2/2/2016,188,T60,D17,346,341
2/2/2016,80,T20,D48,446,322
2/2/2016,172,T29,D46,567,713
2/2/2016,161,T31,D4,326,426
2/2/2016,48,T2,D29,367,427
2/2/2016,2,T37,D95,207,668
2/2/2016,81,T15,D70,388,433
2/2/2016,98,T92,D84,293,213
2/2/2016,175,T62,D25,736,694
2/2/2016,158,T92,D90,382,478
2/2/2016,9,T48,D3,431,595
2/2/2016,4,T50,D34,539,612
2/2/2016,57,T85,D77,699,672
2/2/2016,67,T82,D9,381,267
2/2/2016,10,T62,D99,479,621
2/2/2016,55,T17,D96,700,714
2/2/2016,197,T34,D41,484,742
2/2/2016,12,T92,D8,730,790
2/2/2016,120,T95,D65,744,283
2/2/2016,44,T18,D36,573,738
2/2/2016,179,T49,D91,452,572
2/2/2016,12,T38,D75,762,800
2/2/2016,126,T49,D90,485,263
2/2/2016,11,T54,D49,344,588
2/2/2016,100,T1,D24,548,686
2/2/2016,86,T36,D59,639,679
2/2/2016,110,T59,D12,779,430
2/2/2016,7,T10,D85,254,546
2/2/2016,155,T69,D63,318,303
2/2/2016,11,T42,D18,375,450
2/2/2016,136,T4,D35,356,639
2/2/2016,151,T66,D92,397,330
2/2/2016,162,T22,D14,519,767
2/2/2016,119,T23,D59,609,705
2/2/2016,113,T88,D87,695,579
2/2/2016,57,T12,D12,515,283
2/2/2016,16,T26,D23,557,415
2/2/2016,181,T94,D83,432,561
2/2/2016,29,T27,D46,559,228
2/2/2016,148,T8,D12,624,251
2/2/2016,1,T89,D81,363,484
2/2/2016,118,T100,D97,389,524
2/2/2016,34,T2,D22,760,718
2/2/2016,40,T88,D86,228,619
2/2/2016,81,T23,D89,726,334
2/2/2016,70,T78,D14,545,546
2/2/2016,200,T75,D2,606,698
2/2/2016,5,T12,D70,634,660
2/2/2016,131,T64,D85,574,677
2/2/2016,163,T31,D41,629,580
2/2/2016,134,T3,D48,772,280
2/2/2016,2,T50,D14,376,775
2/2/2016,30,T80,D35,704,297
2/2/2016,36,T5,D2,547,222
2/2/2016,164,T43,D41,242,432
2/2/2016,14,T76,D63,764,496
2/2/2016,143,T77,D89,419,665
2/2/2016,59,T64,D2,429,470
2/2/2016,182,T51,D93,640,789
2/2/2016,60,T78,D80,255,648
2/2/2016,114,T66,D66,724,714
2/2/2016,126,T63,D31,375,227
2/2/2016,180,T91,D57,538,484
2/2/2016,95,T6,D5,492,369
2/2/2016,193,T48,D17,225,360
2/2/2016,153,T54,D67,722,485
2/2/2016,146,T40,D43,544,394
2/2/2016,14,T65,D13,524,292
2/2/2016,200,T10,D85,409,763
2/2/2016,77,T56,D45,269,429
2/2/2016,60,T93,D7,714,731
2/2/2016,153,T70,D29,762,338
2/2/2016,129,T93,D75,533,322
2/2/2016,161,T83,D7,202,411
2/2/2016,178,T66,D12,545,243
2/1/2016,134,T61,D21,269,505
2/1/2016,13,T65,D50,278,235
2/1/2016,166,T68,D22,336,540
2/1/2016,96,T26,D11,234,685
2/1/2016,5,T5,D73,490,684
2/1/2016,101,T5,D10,439,787
2/1/2016,103,T90,D80,224,351
2/1/2016,67,T86,D26,705,690
2/1/2016,21,T13,D49,755,390
2/1/2016,88,T97,D42,568,465
2/1/2016,26,T66,D65,511,685
2/1/2016,71,T84,D42,253,546
2/1/2016,42,T95,D1,234,798
2/1/2016,158,T59,D16,584,342
2/1/2016,160,T37,D58,627,536
2/1/2016,63,T45,D65,426,362
2/1/2016,47,T70,D50,226,242
2/1/2016,136,T35,D40,612,712
2/1/2016,50,T86,D71,373,728
2/1/2016,147,T36,D93,705,283
2/1/2016,34,T36,D40,737,549
2/1/2016,96,T45,D1,555,573
2/1/2016,153,T66,D98,650,237
2/1/2016,82,T77,D22,621,359
2/1/2016,107,T96,D24,351,353
2/1/2016,59,T15,D10,765,311
2/1/2016,150,T21,D90,374,574
2/1/2016,173,T94,D63,521,464
2/1/2016,94,T8,D46,425,446
2/1/2016,12,T84,D14,785,589
2/1/2016,145,T52,D63,532,449
2/1/2016,39,T12,D29,443,349
2/1/2016,163,T70,D54,336,599
2/1/2016,93,T64,D100,626,685
2/1/2016,47,T90,D39,510,612
2/1/2016,122,T67,D5,563,227
2/1/2016,154,T92,D43,787,434
2/1/2016,182,T97,D29,524,798
2/1/2016,59,T68,D53,691,651
2/1/2016,179,T84,D33,318,657
2/1/2016,178,T38,D26,771,698
2/1/2016,58,T51,D26,305,638
2/1/2016,87,T30,D74,558,733
2/1/2016,183,T17,D48,611,415
2/1/2016,88,T39,D76,647,281
2/1/2016,108,T78,D25,472,225
2/1/2016,178,T86,D76,429,730
2/1/2016,32,T53,D75,325,539
2/1/2016,146,T97,D58,670,468
2/1/2016,181,T17,D12,711,624
2/1/2016,74,T21,D50,669,622
2/1/2016,49,T57,D85,377,723
2/1/2016,42,T60,D13,677,422
2/1/2016,192,T38,D93,312,313
2/1/2016,65,T31,D80,221,690
2/1/2016,74,T16,D15,291,291
2/1/2016,195,T36,D27,358,644
2/1/2016,155,T81,D99,658,675
2/1/2016,20,T98,D24,434,592
2/1/2016,154,T89,D70,466,716
2/1/2016,133,T36,D6,480,440
2/1/2016,58,T56,D92,329,235
2/1/2016,56,T62,D50,607,492
2/1/2016,137,T30,D51,567,711
2/1/2016,199,T41,D11,774,254
2/1/2016,48,T92,D67,690,766
2/1/2016,18,T2,D9,626,503
2/1/2016,111,T47,D32,319,552
2/1/2016,54,T38,D72,651,319
2/1/2016,13,T35,D93,231,550
2/1/2016,170,T20,D55,666,467
2/1/2016,59,T95,D72,569,301
2/1/2016,100,T74,D88,384,787
2/1/2016,28,T15,D94,407,504
2/1/2016,174,T18,D80,666,545
2/1/2016,180,T1,D54,359,658
2/1/2016,173,T68,D6,519,609
2/1/2016,144,T22,D22,481,795
2/1/2016,88,T68,D51,575,467
2/1/2016,114,T27,D89,336,734
2/1/2016,112,T67,D67,256,274
2/1/2016,12,T40,D85,299,692
2/1/2016,66,T55,D90,219,584
2/1/2016,9,T33,D25,729,764
2/1/2016,155,T57,D2,325,343
2/1/2016,191,T60,D36,755,602
2/1/2016,64,T6,D49,329,326
2/1/2016,132,T34,D12,529,787
2/1/2016,13,T54,D14,652,777
2/1/2016,189,T96,D67,314,203
2/1/2016,191,T9,D34,490,682
2/1/2016,116,T61,D99,493,335
2/1/2016,1,T3,D66,202,625
2/1/2016,184,T52,D6,692,341
2/1/2016,146,T85,D8,466,485
2/1/2016,56,T63,D68,575,271
2/1/2016,151,T19,D20,566,358
2/1/2016,108,T8,D92,471,429
2/1/2016,193,T15,D20,718,244
2/1/2016,110,T20,D1,684,423
2/1/2016,156,T85,D47,271,614
2/1/2016,118,T41,D89,383,788
2/1/2016,112,T100,D87,281,336
2/1/2016,130,T26,D69,758,297
2/1/2016,144,T38,D73,388,587
2/1/2016,31,T18,D95,272,693
2/1/2016,59,T27,D64,220,445
2/1/2016,139,T67,D99,544,669
2/1/2016,163,T67,D91,711,561
2/1/2016,25,T55,D9,353,768
2/1/2016,45,T92,D80,411,611
2/1/2016,174,T66,D97,371,673
2/1/2016,12,T66,D1,682,240
2/1/2016,131,T12,D30,416,730
1/31/2016,196,T36,D32,568,527
1/31/2016,103,T51,D65,737,755
1/31/2016,42,T89,D34,454,775
1/31/2016,17,T55,D63,230,702
1/31/2016,48,T91,D29,415,530
1/31/2016,122,T3,D98,416,674
1/31/2016,48,T40,D44,364,760
1/31/2016,124,T9,D24,203,424
1/31/2016,177,T23,D7,593,692
1/31/2016,111,T55,D89,286,467
1/31/2016,64,T33,D95,293,637
1/31/2016,197,T38,D97,315,782
1/31/2016,81,T45,D89,404,292
1/31/2016,184,T65,D48,784,276
1/31/2016,1,T4,D53,430,603
1/31/2016,187,T47,D99,741,347
1/31/2016,147,T98,D51,277,343
1/31/2016,169,T100,D49,459,496
1/31/2016,152,T39,D72,775,284
1/31/2016,95,T59,D82,734,368
1/31/2016,98,T43,D94,783,633
1/31/2016,43,T67,D24,275,341
1/31/2016,130,T39,D42,431,376
1/31/2016,84,T22,D81,775,354
1/31/2016,130,T34,D47,697,332
1/31/2016,79,T68,D75,584,368
1/31/2016,1,T53,D71,381,637
1/31/2016,164,T99,D75,362,610
1/31/2016,46,T98,D36,341,393
1/31/2016,143,T79,D88,563,737
1/31/2016,56,T52,D26,701,653
1/31/2016,100,T25,D16,723,221
1/31/2016,125,T54,D64,365,777
1/31/2016,44,T42,D95,273,292
1/31/2016,56,T27,D28,491,221
1/31/2016,39,T26,D99,483,500
1/31/2016,158,T43,D99,401,474
1/31/2016,70,T54,D61,228,626
1/31/2016,134,T73,D32,284,269
1/31/2016,190,T81,D71,793,787
1/31/2016,36,T97,D39,247,291
1/31/2016,100,T2,D100,376,710
1/31/2016,103,T55,D59,473,552
1/31/2016,121,T4,D94,689,564
1/31/2016,74,T48,D94,753,710
1/31/2016,164,T15,D58,672,209
1/31/2016,99,T2,D23,449,566
1/31/2016,63,T13,D34,775,521
1/31/2016,132,T56,D42,516,681
1/31/2016,94,T16,D13,663,319
1/31/2016,148,T97,D64,236,340
1/31/2016,29,T14,D54,644,777
1/31/2016,100,T78,D40,578,761
1/31/2016,3,T13,D84,210,257
1/31/2016,29,T80,D98,616,778
1/31/2016,96,T5,D25,584,665
1/31/2016,153,T63,D37,698,296
1/31/2016,173,T23,D49,693,268
1/31/2016,24,T97,D95,411,371
1/31/2016,50,T14,D68,336,300
1/31/2016,131,T89,D42,649,563
1/31/2016,85,T60,D32,640,774
1/31/2016,142,T67,D60,293,639
1/31/2016,79,T86,D10,436,328
1/31/2016,155,T7,D83,348,771
1/31/2016,7,T77,D38,535,756
1/31/2016,58,T55,D21,733,225
1/31/2016,109,T77,D17,263,647
1/31/2016,179,T67,D49,677,309
1/31/2016,199,T25,D10,764,770
1/31/2016,19,T92,D95,486,711
1/31/2016,42,T30,D12,310,222
1/31/2016,7,T19,D80,579,410
1/31/2016,172,T16,D40,557,663
1/31/2016,108,T4,D55,675,749
1/31/2016,188,T55,D27,664,533
1/31/2016,126,T16,D32,686,261
1/31/2016,76,T71,D12,498,368
1/31/2016,97,T96,D26,275,313
1/31/2016,60,T60,D5,372,375
1/31/2016,125,T91,D90,759,648
1/31/2016,197,T43,D99,378,527
1/31/2016,27,T14,D97,375,637
1/31/2016,161,T16,D27,448,461
1/31/2016,181,T71,D93,461,490
1/31/2016,136,T26,D44,353,719
1/31/2016,190,T45,D64,482,529
1/31/2016,47,T50,D82,263,246
1/31/2016,193,T1,D47,742,588
1/31/2016,4,T88,D29,291,452
1/31/2016,162,T47,D97,329,645
1/31/2016,160,T61,D25,686,204
1/31/2016,94,T66,D15,606,785
1/31/2016,76,T14,D13,666,716
1/31/2016,68,T11,D22,510,670
1/31/2016,87,T69,D23,716,480
1/31/2016,19,T49,D60,459,308
1/30/2016,32,T75,D46,666,412
1/30/2016,15,T3,D6,770,570
1/30/2016,200,T89,D58,436,279
1/30/2016,78,T56,D68,467,745
1/30/2016,112,T27,D54,507,629
1/30/2016,185,T38,D44,690,435
1/30/2016,173,T63,D70,510,373
1/30/2016,160,T70,D92,775,401
1/30/2016,134,T70,D60,287,550
1/30/2016,95,T42,D50,698,441
1/30/2016,23,T83,D100,788,462
1/30/2016,9,T18,D13,692,769
1/30/2016,112,T59,D20,319,279
1/30/2016,160,T44,D87,305,603
1/30/2016,156,T30,D12,218,746
1/30/2016,186,T24,D85,501,659
1/30/2016,142,T60,D87,236,291
1/30/2016,152,T70,D57,704,602
1/30/2016,14,T87,D100,223,408
1/30/2016,57,T23,D77,515,410
1/30/2016,64,T58,D65,314,584
1/30/2016,52,T55,D97,318,490
1/30/2016,74,T31,D23,334,336
1/30/2016,98,T82,D93,548,737
1/30/2016,24,T89,D50,712,474
1/30/2016,128,T36,D11,447,618
1/30/2016,106,T94,D75,371,327
1/30/2016,137,T94,D18,290,657
1/30/2016,35,T24,D82,552,221
1/30/2016,88,T16,D6,529,795
1/30/2016,3,T34,D70,483,238
1/30/2016,18,T6,D63,496,676
1/30/2016,153,T31,D13,461,496
1/30/2016,111,T24,D58,381,620
1/30/2016,177,T8,D21,798,375
1/30/2016,197,T58,D1,659,213
1/30/2016,179,T3,D50,497,682
1/30/2016,106,T54,D38,556,218
1/30/2016,29,T5,D29,263,437
1/30/2016,3,T82,D98,582,390
1/30/2016,115,T76,D60,747,355
1/30/2016,194,T23,D24,403,429
1/30/2016,7,T2,D90,248,402
1/30/2016,78,T97,D67,653,697
1/30/2016,93,T92,D55,404,495
1/30/2016,144,T17,D57,585,504
1/30/2016,14,T92,D16,224,759
1/30/2016,44,T70,D55,435,783
1/30/2016,11,T68,D25,652,743
1/30/2016,177,T26,D3,661,479
1/30/2016,167,T22,D72,578,757
1/30/2016,103,T46,D99,756,238
1/30/2016,45,T20,D70,570,205
1/30/2016,43,T18,D58,484,712
1/30/2016,81,T44,D23,206,597
1/30/2016,108,T28,D80,250,515
1/30/2016,187,T25,D32,514,515
1/30/2016,173,T80,D62,240,568
1/30/2016,37,T13,D87,676,368
1/30/2016,97,T58,D72,784,724
1/30/2016,176,T32,D76,732,373
1/30/2016,10,T26,D90,428,326
1/30/2016,7,T68,D95,769,250
1/30/2016,71,T49,D79,561,598
1/30/2016,72,T38,D44,479,753
1/30/2016,159,T64,D95,414,236
1/30/2016,96,T91,D97,391,387
1/30/2016,79,T86,D16,612,757
1/30/2016,199,T68,D71,320,226
1/30/2016,109,T42,D76,337,402
1/30/2016,137,T90,D54,440,421
1/30/2016,86,T36,D3,327,708
1/30/2016,138,T61,D28,609,734
1/30/2016,124,T55,D38,731,346
1/30/2016,151,T21,D55,699,485
1/30/2016,178,T5,D71,277,757
1/30/2016,69,T20,D29,439,559
1/30/2016,186,T33,D19,509,357
1/30/2016,183,T95,D62,569,585
1/30/2016,187,T86,D36,279,498
1/30/2016,150,T36,D5,367,224
1/30/2016,82,T38,D65,526,728
1/30/2016,6,T25,D34,612,608
1/30/2016,199,T78,D86,781,780
1/30/2016,73,T76,D22,204,796
1/30/2016,76,T30,D94,625,263
1/30/2016,158,T80,D51,726,385
1/30/2016,85,T99,D88,672,561
1/30/2016,73,T87,D2,717,405
1/30/2016,74,T40,D76,229,643
1/30/2016,11,T11,D98,487,203
1/30/2016,18,T5,D5,593,262
1/30/2016,187,T20,D48,271,486
1/30/2016,125,T4,D72,389,299
1/30/2016,69,T50,D25,261,543
1/30/2016,40,T81,D26,658,239
1/30/2016,94,T14,D4,551,504
1/30/2016,131,T86,D44,459,757
1/30/2016,184,T77,D96,365,438
1/30/2016,46,T13,D8,267,293
1/30/2016,47,T24,D89,414,556
1/30/2016,181,T21,D75,508,650
1/30/2016,152,T77,D56,323,230
1/30/2016,111,T75,D82,619,641
1/30/2016,191,T63,D37,354,669
1/30/2016,69,T59,D70,689,642
1/30/2016,86,T53,D78,247,593
1/30/2016,86,T81,D34,731,276
1/30/2016,37,T29,D46,577,674
1/29/2016,139,T39,D89,658,445
1/29/2016,152,T4,D39,626,790
1/29/2016,154,T31,D35,493,328
1/29/2016,83,T21,D78,315,791
1/29/2016,149,T29,D78,551,239
1/29/2016,91,T30,D22,397,732
1/29/2016,31,T36,D31,677,793
1/29/2016,132,T37,D28,206,532
1/29/2016,160,T15,D85,354,305
1/29/2016,56,T72,D28,344,492
1/29/2016,180,T32,D52,797,357
1/29/2016,138,T23,D53,486,458
1/29/2016,90,T88,D4,470,696
1/29/2016,86,T59,D75,242,279
1/29/2016,58,T57,D43,225,470
1/29/2016,49,T91,D92,798,363
1/29/2016,96,T14,D74,780,585
1/29/2016,28,T69,D67,679,471
1/29/2016,114,T20,D94,256,349
1/29/2016,167,T68,D97,731,211
1/29/2016,172,T34,D43,704,600
1/29/2016,92,T31,D42,354,412
1/29/2016,166,T26,D21,708,456
1/29/2016,63,T42,D18,338,511
1/29/2016,57,T35,D82,781,320
1/29/2016,39,T69,D19,752,442
1/29/2016,134,T50,D53,235,709
1/29/2016,27,T8,D91,573,752
1/29/2016,142,T63,D91,200,622
1/29/2016,88,T77,D79,628,555
1/29/2016,164,T88,D45,385,243
1/29/2016,188,T29,D78,393,721
1/29/2016,89,T36,D56,395,434
1/29/2016,18,T37,D43,544,783
1/29/2016,77,T26,D75,468,527
1/29/2016,106,T91,D85,362,491
1/29/2016,179,T56,D73,626,413
1/29/2016,18,T82,D79,425,753
1/29/2016,116,T90,D82,276,391
1/29/2016,87,T57,D20,276,615
1/29/2016,32,T37,D91,534,239
1/29/2016,51,T56,D1,722,498
1/29/2016,130,T65,D99,348,216
1/29/2016,87,T68,D54,692,798
1/29/2016,26,T44,D79,504,715
1/29/2016,24,T34,D39,699,687
1/29/2016,155,T74,D46,470,554
1/29/2016,113,T6,D32,544,524
1/29/2016,9,T19,D93,259,453
1/29/2016,59,T22,D13,238,381
1/29/2016,93,T11,D2,420,280
1/29/2016,17,T1,D52,699,274
1/29/2016,39,T45,D79,788,307
1/29/2016,73,T3,D87,691,757
1/29/2016,82,T15,D56,498,577
1/29/2016,24,T73,D54,307,477
1/29/2016,90,T24,D48,526,589
1/29/2016,82,T87,D14,506,659
1/29/2016,95,T47,D82,477,274
1/29/2016,30,T91,D66,358,274
1/29/2016,146,T54,D50,230,743
1/29/2016,20,T1,D34,288,776
1/29/2016,48,T9,D14,640,689
1/29/2016,35,T56,D25,589,700
1/29/2016,8,T56,D34,352,638
1/29/2016,57,T100,D38,648,591
1/29/2016,88,T78,D91,397,571
1/29/2016,109,T87,D62,375,356
1/29/2016,96,T67,D78,253,604
1/29/2016,135,T53,D91,336,246
1/29/2016,150,T72,D89,362,547
1/29/2016,70,T1,D51,313,646
1/29/2016,160,T35,D32,481,695
1/29/2016,99,T64,D3,607,382
1/29/2016,181,T21,D51,541,468
1/29/2016,182,T42,D14,528,702
1/29/2016,132,T20,D38,484,259
1/29/2016,193,T75,D53,570,449
1/29/2016,47,T11,D59,772,603
1/29/2016,163,T40,D72,411,564
1/29/2016,174,T59,D79,356,559
1/29/2016,178,T59,D59,618,558
1/29/2016,62,T99,D80,447,589
1/29/2016,36,T50,D61,730,735
1/29/2016,43,T72,D45,329,707
1/29/2016,46,T18,D8,284,334
1/29/2016,183,T32,D48,353,707
1/29/2016,97,T62,D37,350,559
1/29/2016,71,T95,D5,709,467
1/29/2016,26,T8,D42,294,620
1/29/2016,138,T28,D69,325,691
1/29/2016,81,T34,D75,793,518
1/29/2016,176,T99,D16,467,229
1/29/2016,102,T1,D4,568,324
1/29/2016,49,T14,D30,652,282
1/29/2016,80,T28,D86,346,285
1/29/2016,196,T53,D76,226,554
1/29/2016,72,T54,D58,559,317
1/29/2016,150,T75,D40,465,273
1/29/2016,122,T44,D30,800,680
1/29/2016,63,T78,D9,538,548
1/29/2016,191,T45,D65,615,494
1/28/2016,30,T79,D7,416,716
1/28/2016,104,T87,D54,692,338
1/28/2016,109,T54,D41,622,690
1/28/2016,78,T71,D50,362,376
1/28/2016,106,T93,D50,625,453
1/28/2016,82,T28,D14,495,795
1/28/2016,34,T3,D75,728,429
1/28/2016,130,T82,D14,793,616
1/28/2016,86,T7,D81,431,522
1/28/2016,177,T2,D50,309,671
1/28/2016,36,T76,D71,714,384
1/28/2016,51,T18,D10,382,615
1/28/2016,74,T14,D19,677,324
1/28/2016,52,T20,D79,256,760
1/28/2016,108,T89,D53,285,453
1/28/2016,38,T70,D80,227,255
1/28/2016,3,T99,D71,229,338
1/28/2016,68,T66,D84,398,672
1/28/2016,73,T52,D62,278,633
1/28/2016,33,T80,D48,701,586
1/28/2016,29,T18,D39,501,612
1/28/2016,162,T43,D43,690,679
1/28/2016,184,T83,D11,678,655
1/28/2016,32,T100,D74,307,562
1/28/2016,174,T73,D96,702,764
1/28/2016,41,T88,D31,456,708
1/28/2016,143,T96,D51,511,577
1/28/2016,35,T72,D52,209,377
1/28/2016,55,T51,D63,657,433
1/28/2016,160,T73,D51,218,377
1/28/2016,5,T54,D84,770,713
1/28/2016,120,T76,D4,619,498
1/28/2016,35,T72,D26,253,611
1/28/2016,134,T55,D63,535,733
1/28/2016,200,T86,D47,735,727
1/28/2016,49,T4,D22,397,750
1/28/2016,115,T38,D13,710,342
1/28/2016,19,T58,D97,468,408
1/28/2016,90,T85,D11,663,369
1/28/2016,4,T62,D13,602,390
1/28/2016,128,T9,D6,267,392
1/28/2016,147,T14,D54,639,711
1/28/2016,43,T56,D61,503,695
1/28/2016,5,T10,D24,515,727
1/28/2016,4,T94,D17,755,276
1/28/2016,86,T94,D63,243,382
1/28/2016,6,T70,D99,374,428
1/28/2016,21,T57,D16,571,748
1/28/2016,17,T9,D77,518,727
1/28/2016,158,T71,D89,395,269
1/28/2016,111,T28,D41,769,605
1/28/2016,118,T74,D68,695,527
1/28/2016,129,T22,D79,302,733
1/28/2016,84,T97,D100,607,250
1/28/2016,4,T10,D45,240,450
1/28/2016,196,T30,D26,235,201
1/28/2016,164,T70,D16,714,213
1/28/2016,25,T54,D71,475,461
1/28/2016,169,T2,D34,331,371
1/28/2016,52,T89,D53,732,686
1/28/2016,182,T23,D44,646,366
1/28/2016,97,T23,D62,325,625
1/28/2016,19,T11,D82,711,214
1/28/2016,44,T33,D26,271,427
1/28/2016,139,T55,D25,296,407
1/28/2016,138,T65,D41,204,744
1/28/2016,165,T36,D29,685,653
1/28/2016,102,T89,D37,662,753
1/28/2016,3,T15,D21,233,738
1/28/2016,76,T47,D89,474,523
1/28/2016,58,T87,D71,660,402
1/28/2016,80,T82,D17,800,603
1/28/2016,48,T19,D100,594,715
1/28/2016,77,T80,D74,320,410
1/28/2016,62,T95,D99,652,671
1/28/2016,84,T6,D92,508,604
1/28/2016,47,T85,D60,551,284
1/28/2016,70,T84,D79,469,310
1/28/2016,97,T74,D22,554,677
1/28/2016,172,T22,D34,449,231
1/28/2016,98,T14,D50,656,478
1/28/2016,124,T76,D1,630,351
1/28/2016,55,T68,D31,569,335
1/28/2016,14,T11,D25,720,250
1/28/2016,119,T17,D89,331,327
1/28/2016,2,T99,D55,794,280
1/28/2016,53,T49,D51,682,613
1/28/2016,6,T12,D88,710,489
1/28/2016,53,T65,D73,464,711
1/28/2016,124,T72,D33,568,243
1/28/2016,79,T75,D80,559,671
1/28/2016,17,T31,D8,469,240
1/28/2016,116,T68,D29,716,359
1/28/2016,96,T63,D22,543,775
1/28/2016,27,T31,D35,244,423
1/28/2016,129,T99,D87,305,422
1/28/2016,145,T39,D80,459,238
1/27/2016,106,T55,D87,679,772
1/27/2016,23,T34,D83,400,335
1/27/2016,7,T16,D3,642,735
1/27/2016,120,T73,D44,377,438
1/27/2016,122,T31,D42,735,791
1/27/2016,191,T30,D96,389,286
1/27/2016,111,T35,D36,658,209
1/27/2016,14,T85,D11,407,337
1/27/2016,28,T33,D1,771,588
1/27/2016,66,T12,D91,769,267
1/27/2016,35,T41,D38,648,308
1/27/2016,24,T41,D35,279,641
1/27/2016,31,T95,D63,276,317
1/27/2016,51,T49,D4,354,471
1/27/2016,63,T93,D57,495,413
1/27/2016,129,T99,D99,709,453
1/27/2016,68,T39,D49,539,234
1/27/2016,36,T25,D52,446,789
1/27/2016,138,T82,D48,393,213
1/27/2016,128,T80,D42,361,401
1/27/2016,19,T49,D92,388,432
1/27/2016,30,T93,D23,260,446
1/27/2016,29,T81,D98,540,737
1/27/2016,103,T14,D93,205,648
1/27/2016,112,T36,D89,701,402
1/27/2016,104,T89,D20,417,659
1/27/2016,5,T66,D57,702,741
1/27/2016,161,T26,D32,218,425
1/27/2016,69,T38,D67,416,215
1/27/2016,144,T56,D6,683,319
1/27/2016,67,T30,D44,641,467
1/27/2016,102,T89,D17,285,600
1/27/2016,169,T95,D67,641,299
1/27/2016,133,T14,D21,359,742
1/27/2016,88,T51,D11,572,428
1/27/2016,104,T60,D60,754,528
1/27/2016,104,T73,D84,659,759
1/27/2016,62,T23,D17,360,313
1/27/2016,16,T9,D39,228,791
1/27/2016,150,T78,D13,316,719
1/27/2016,20,T9,D78,711,782
1/27/2016,24,T92,D3,304,263
1/27/2016,124,T27,D10,768,467
1/27/2016,121,T79,D68,492,586
1/27/2016,84,T1,D84,685,594
1/27/2016,59,T55,D38,786,557
1/27/2016,165,T43,D87,595,396
1/27/2016,4,T30,D26,214,723
1/27/2016,90,T60,D15,323,499
1/27/2016,81,T59,D94,303,425
1/27/2016,3,T19,D21,629,284
1/27/2016,187,T31,D31,427,739
1/27/2016,152,T86,D29,476,591
1/27/2016,102,T71,D38,483,625
1/27/2016,149,T11,D23,570,507
1/27/2016,182,T90,D72,352,623
1/27/2016,185,T79,D57,695,317
1/27/2016,88,T87,D30,325,241
1/27/2016,36,T20,D74,744,543
1/27/2016,102,T38,D1,379,341
1/27/2016,81,T23,D96,263,715
1/27/2016,52,T13,D96,462,797
1/27/2016,46,T32,D60,375,489
1/27/2016,77,T99,D35,587,781
1/27/2016,62,T63,D16,258,784
1/27/2016,117,T91,D14,353,518
1/27/2016,148,T18,D75,468,691
1/27/2016,135,T70,D78,631,398
1/27/2016,133,T50,D8,563,444
1/27/2016,97,T95,D81,530,231
1/27/2016,18,T89,D4,285,468
1/27/2016,72,T8,D90,519,784
1/27/2016,151,T93,D93,467,788
1/27/2016,11,T7,D3,334,393
1/27/2016,180,T91,D30,293,648
1/27/2016,176,T4,D11,317,694
1/27/2016,37,T75,D2,205,563
1/27/2016,9,T42,D12,748,429
1/27/2016,13,T24,D100,260,607
1/27/2016,52,T17,D55,281,231
1/27/2016,118,T52,D85,401,495
1/27/2016,74,T63,D43,229,435
1/27/2016,20,T1,D84,405,280
1/27/2016,48,T85,D60,392,687
1/27/2016,129,T92,D5,265,513
1/27/2016,10,T87,D74,205,548
1/27/2016,58,T71,D8,332,508
1/27/2016,100,T90,D48,702,215
1/27/2016,103,T18,D70,662,726
1/27/2016,26,T16,D78,525,735
1/27/2016,196,T29,D77,603,593
1/27/2016,20,T57,D49,247,285
1/27/2016,40,T38,D27,706,259
1/27/2016,61,T29,D75,772,315
1/27/2016,113,T67,D78,330,706
1/27/2016,15,T87,D26,519,793
1/27/2016,94,T2,D51,284,294
1/27/2016,48,T87,D77,369,358
1/27/2016,174,T67,D15,589,458
1/26/2016,115,T21,D52,395,521
1/26/2016,183,T85,D43,377,610
1/26/2016,164,T26,D99,525,560
1/26/2016,32,T51,D55,245,687
1/26/2016,97,T35,D95,518,412
1/26/2016,25,T50,D71,634,470
1/26/2016,89,T45,D7,463,759
1/26/2016,29,T34,D36,680,777
1/26/2016,27,T13,D28,635,393
1/26/2016,65,T77,D41,231,600
1/26/2016,139,T33,D31,568,224
1/26/2016,36,T85,D53,754,780
1/26/2016,139,T93,D54,653,392
1/26/2016,50,T44,D57,766,219
1/26/2016,96,T19,D44,577,229
1/26/2016,27,T81,D70,556,257
1/26/2016,55,T18,D29,607,570
1/26/2016,83,T58,D21,289,796
1/26/2016,70,T25,D13,310,389
